27.1601	-0.000298857	-1.06357e-05	
27.3824	-0.000301221	-1.06357e-05	
27.4263	-0.000301688	-1.06357e-05	
28	-0.00030779	-1.06357e-05	
28.1946	-0.000309859	-2.49485e-05	
29	-0.000329954	-2.49485e-05	
29.1977	-0.000334886	-2.49485e-05	
30	-0.000354902	-2.49485e-05	
31	-0.000379851	-2.49485e-05	
31.3175	-0.000387771	-2.49485e-05	
32	-0.000404799	-2.49485e-05	
32.8164	-0.000425168	-2.49485e-05	
33	-0.000429748	-2.49485e-05	
34	-0.000454696	-2.49485e-05	
34.3065	-0.000462344	-2.49485e-05	
34.343	-0.000463254	-2.49485e-05	
34.4239	-0.000465272	-2.49485e-05	
35	-0.000479645	-2.49485e-05	
35.101	-0.000482164	-2.49485e-05	
36	-0.000504593	-2.49485e-05	
36.5031	-0.000517144	-2.49485e-05	
36.5281	-0.000517768	-2.49485e-05	
36.602	-0.000519613	-2.49485e-05	
37	-0.000529542	-2.49485e-05	
38	-0.00055449	-2.49485e-05	
38.2501	-0.000560731	-2.49485e-05	
38.8302	-0.000575203	-2.49485e-05	
39	-0.000579439	-2.49485e-05	
39.4542	-0.000590769	-2.49485e-05	
40	-0.000604387	-2.49485e-05	
40.4165	-0.000614779	-2.30631e-05	
41	-0.000628236	-2.30631e-05	
41.0516	-0.000629425	-2.30631e-05	
42	-0.000651299	-2.30631e-05	
42.2625	-0.000657352	-2.30631e-05	
42.2789	-0.00065773	-2.30631e-05	
42.6834	-0.000667059	-2.12042e-05	
42.9737	-0.000673215	-2.12042e-05	
43	-0.000673773	-2.12042e-05	
43.035	-0.000674516	-2.12042e-05	
43.8885	-0.000692612	-1.92448e-05	
44	-0.000694759	-1.92448e-05	
44.0381	-0.000695492	-1.92448e-05	
44.1453	-0.000697556	-1.92448e-05	
44.5412	-0.000705174	-1.92448e-05	
44.7643	-0.000709467	-1.92448e-05	
45	-0.000714004	-1.92448e-05	
45.8542	-0.000730443	-1.92448e-05	
46	-0.000733248	-1.92448e-05	
46.3723	-0.000740414	-1.92448e-05	
46.5406	-0.000743653	-1.92448e-05	
46.9529	-0.000751587	-1.92448e-05	
47	-0.000752493	-1.92448e-05	
47.0401	-0.000753265	-1.92448e-05	
47.793	-0.000767754	-1.92448e-05	
48	-0.000771738	-1.92448e-05	
48.0778	-0.000773236	-1.92448e-05	
49	-0.000790983	-1.92448e-05	
49.3519	-0.000797755	-1.92448e-05	
50	-0.000810228	-1.92448e-05	
50.7839	-0.000825313	-1.92448e-05	
51	-0.000829472	-1.92448e-05	
51.0303	-0.000830055	-1.92448e-05	
51.2857	-0.00083497	-3.22972e-05	
51.4456	-0.000840135	-3.22972e-05	
51.6245	-0.000845913	-3.22972e-05	
51.9613	-0.000856791	-3.22972e-05	
52	-0.000858041	-3.22972e-05	
53	-0.000890338	-3.22972e-05	
53.0225	-0.000891066	-3.22972e-05	
53.1033	-0.000893675	-3.22972e-05	
53.3384	-0.000901269	-3.22972e-05	
54	-0.000922635	-3.22972e-05	
55	-0.000954933	-3.22972e-05	
56	-0.00098723	-3.22972e-05	
56.1122	-0.000990853	-3.22972e-05	
56.5216	-0.00100407	-5.05644e-05	
56.5446	-0.00100524	-5.05644e-05	
57	-0.00102827	-5.05644e-05	
57.5207	-0.00105459	-5.05644e-05	
57.75	-0.00106619	-5.05644e-05	
57.9252	-0.00107505	-5.05644e-05	
58	-0.00107883	-5.05644e-05	
59	-0.0011294	-5.05644e-05	
59.0728	-0.00113308	-5.05644e-05	
59.9625	-0.00117806	-5.05644e-05	
60	-0.00117996	-5.05644e-05	
60.9036	-0.00122565	-5.05644e-05	
61	-0.00123052	-5.05644e-05	
61.5102	-0.00125632	-5.05644e-05	
61.8076	-0.00127136	-5.05644e-05	
62	-0.00128109	-5.05644e-05	
62.6802	-0.00131548	-5.05644e-05	
62.9447	-0.00132886	-5.05644e-05	
63	-0.00133165	-5.05644e-05	
63.3629	-0.00135	-6.82818e-05	
63.5014	-0.00135946	-8.7922e-05	
63.666	-0.00137393	-8.7922e-05	
64	-0.0014033	-8.7922e-05	
65	-0.00149122	-8.7922e-05	
66	-0.00157914	-8.7922e-05	
66.1834	-0.00159527	-8.7922e-05	
66.718	-0.00164227	-8.7922e-05	
66.9302	-0.00166093	-8.7922e-05	
67	-0.00166706	-8.7922e-05	
68	-0.00175499	-8.7922e-05	
69	-0.00184291	-8.7922e-05	
69.0598	-0.00184817	-8.7922e-05	
69.3871	-0.00187694	-8.7922e-05	
69.7292	-0.00190702	-8.7922e-05	
70	-0.00193083	-8.7922e-05	
70.5203	-0.00197657	-8.7922e-05	
71	-0.00201875	-8.7922e-05	
71.6566	-0.00207648	-8.7922e-05	
72	-0.00210667	-8.7922e-05	
72.7031	-0.00216849	-0.000103847	
73	-0.00219932	-0.000103847	
73.5387	-0.00225527	-0.000103847	
74	-0.00230317	-0.000103847	
74.8292	-0.00238928	-0.000103847	
75	-0.00240702	-0.000103847	
75.6695	-0.00247655	-0.000103847	
75.941	-0.00250474	-0.000103847	
76	-0.00251087	-0.000103847	
77	-0.00261471	-0.000103847	
78	-0.00271856	-0.000103847	
78.21	-0.00274037	-0.000103847	
79	-0.00282241	-0.000103847	
79.8709	-0.00291285	-0.000102301	
80	-0.00292606	-0.000102301	
80.4473	-0.00297182	-0.000102301	
80.8947	-0.00301758	-0.000102301	
81	-0.00302836	-0.000102301	
81.2984	-0.00305888	-0.000102301	
81.3197	-0.00306106	-0.000102301	
81.6093	-0.00309069	-0.000102301	
81.8309	-0.00311336	-0.000102301	
82	-0.00313066	-0.000102301	
82.7768	-0.00321013	-0.000102301	
83	-0.00323296	-0.000102301	
83.7134	-0.00330594	-0.000102301	
83.9368	-0.00332879	-0.000102301	
84	-0.00333526	-0.000102301	
84.1067	-0.00334617	-0.000102301	
84.6402	-0.00340076	-0.000102301	
85	-0.00343756	-0.000102301	
85.4875	-0.00348743	-0.000102301	
85.5001	-0.00348872	-0.000102301	
85.9875	-0.00353858	-0.000102301	
86	-0.00353986	-0.000102301	
86.4037	-0.00358116	-0.000102301	
86.4756	-0.00358852	-0.000102301	
87	-0.00364216	-0.000102301	
87.0853	-0.00365089	-0.000102301	
88	-0.00374447	-0.000102301	
89	-0.00384677	-0.000102301	
90	-0.00394907	-0.000102301	
91	-0.00405137	-0.000102301	
91.5538	-0.00410802	-0.000100582	
91.7541	-0.00412817	-0.000119651	
92	-0.00415759	-0.000119651	
92.1325	-0.00417344	-0.000119651	
93	-0.00427724	-0.000119651	
93.0963	-0.00428877	-0.000119651	
93.5	-0.00433706	-0.000119651	
93.7593	-0.0043681	-0.000119651	
93.7777	-0.0043703	-0.000119651	
94	-0.00439689	-0.000119651	
94.2703	-0.00442924	-0.000119651	
95	-0.00451655	-0.000119651	
96	-0.0046362	-0.000119651	
